URL,Title,Author,Number of reviews,Number of ratings,Average rating,Pages,Publish year,Series,Genres,Awards,Places,minmax_norm_ratings,mean_norm_ratings
https://www.goodreads.com//book/show/2643113-a-boy-and-his-dog-repent-harlequin-said-the-ticktockman,"A Boy and His Dog & ""Repent, Harlequin!"" said the Ticktockman",Harlan Ellison,25,593,4.12,not known,1987,0,"Science Fiction, Fiction, Apocalyptic",,,7.36,1.54
https://www.goodreads.com//book/show/18341373-shadow-of-the-last-men,Shadow of the Last Men,J.M. Salyards,13,26,4.31,456,2013,1,"Science Fiction, Dystopia, Science Fiction",,,7.93,2.11
https://www.goodreads.com//book/show/50776.The_Blithedale_Romance,The Blithedale Romance,Nathaniel Hawthorne,395,5148,3.36,204,2005,0,"Classics, Fiction, Literature",,,5.08,-0.74
https://www.goodreads.com//book/show/7719245-paranormalcy,Paranormalcy,Kiersten White,6146,95200,3.88,335,2010,1,"Young Adult, Fantasy, Paranormal",3.0,,6.64,0.82
https://www.goodreads.com//book/show/27414369-flashfall,Flashfall,Jenny Moyer,261,1100,3.76,342,2016,1,"Young Adult, Science Fiction, Science Fiction",,,6.28,0.46
https://www.goodreads.com//book/show/17855756-dust,Dust,Hugh Howey,4235,69307,4.25,458,2013,1,"Science Fiction, Fiction, Science Fiction",1.0,,7.75,1.93
https://www.goodreads.com//book/show/14759944-corpalism,Corpalism,Arun D. Ellis,105,297,3.36,778,2012,1,"Science Fiction, Dystopia, Fiction",,,5.08,-0.74
https://www.goodreads.com//book/show/195753.Some_Will_Not_Die,Some Will Not Die,Algis Budrys,15,229,3.46,224,2001,0,"Science Fiction, Apocalyptic, Post Apocalyptic",,,5.38,-0.44
https://www.goodreads.com//book/show/9825379-number-13,Number 13,M.G. Wells,82,185,4.15,196,2010,1,"Fantasy, Adventure, Mystery",,,7.45,1.63
https://www.goodreads.com//book/show/15772644-night-of-the-purple-moon,Night of the Purple Moon,Scott Cramer,363,1944,3.73,186,2012,1,"Young Adult, Science Fiction, Dystopia",,"Castine Island, Maine",6.19,0.37
https://www.goodreads.com//book/show/22755233-embers,Embers,Karen Ann Hopkins,141,1193,3.87,357,2014,1,"Fantasy, Young Adult, Fantasy",,,6.61,0.79
https://www.goodreads.com//book/show/25689074-stars-above,Stars Above,Marissa Meyer,8390,66817,4.19,369,2016,1,"Young Adult, Fantasy, Science Fiction",,,7.57,1.75
https://www.goodreads.com//book/show/28362251-after-midnight,After Midnight,Santino Hassell,297,1523,3.89,not known,2011,0,"Romance, M M Romance, Science Fiction",,,6.67,0.85
https://www.goodreads.com//book/show/43801769-highway-to-heartache,Highway to Heartache,David A. Simpson,53,288,4.57,351,2019,1,"Horror, Horror, Zombies",,,8.71,2.89
https://www.goodreads.com//book/show/56571166-the-high-auction,"The High Auction (Wisdom Revolution, #1)",Misba,9,20,5.0,185,2021,0,"Fantasy, Science Fiction Fantasy, Science Fiction",,,10.0,4.18
https://www.goodreads.com//book/show/73048.False_Dawn,False Dawn,Chelsea Quinn Yarbro,35,244,3.47,228,2001,0,"Science Fiction, Apocalyptic, Post Apocalyptic",,,5.41,-0.41
https://www.goodreads.com//book/show/12727768-open-minds,Open Minds,Susan Kaye Quinn,1105,9139,3.7,326,2011,1,"Young Adult, Science Fiction, Dystopia",,,6.1,0.28
https://www.goodreads.com//book/show/42411390-zombie-road-v,Zombie Road V: Terror on the Two-Lane,David A. Simpson,7,50,4.78,394,2018,0,"Horror, Zombies, ERROR HERE!!!!!!!!!!, ERROR HERE!!!!!!!!!!, ERROR HERE!!!!!!!!!!",,,9.34,3.52
https://www.goodreads.com//book/show/6277640-uglies-the-collector-s-set,"Uglies, The Collector's Set",Scott Westerfeld,258,7891,4.23,1680,2009,1,"Young Adult, Science Fiction, Dystopia",,,7.69,1.87
https://www.goodreads.com//book/show/13490618-semper,Semper,Peter J. Dudley,12,101,4.1,196,2012,1,"Science Fiction, Dystopia, Fantasy",,,7.3,1.48
https://www.goodreads.com//book/show/4837032-the-roar,The Roar,Emma Clayton,1056,9158,4.05,496,2009,1,"Science Fiction, Young Adult, Science Fiction",1.0,,7.15,1.33
https://www.goodreads.com//book/show/16281043-the-shock,The Shock,Scott Nicholson,272,2685,3.56,319,2012,1,"Horror, Apocalyptic, Post Apocalyptic",,,5.68,-0.14
https://www.goodreads.com//book/show/22733729-the-long-way-to-a-small-angry-planet,"The Long Way to a Small, Angry Planet",Becky Chambers,12355,79516,4.15,518,2014,1,"Science Fiction, Fiction, LGBT",5.0,,7.45,1.63
https://www.goodreads.com//book/show/8258320-the-end-of-marking-time,The End of Marking Time,C.J. West,160,640,3.63,280,2010,0,"Fiction, Science Fiction, Thriller",,,5.89,0.07
https://www.goodreads.com//book/show/351964.Glimmering,Glimmering,Elizabeth Hand,54,548,3.52,560,1998,0,"Fantasy, Science Fiction, Fiction",1.0,,5.56,-0.26
https://www.goodreads.com//book/show/13501974-exceptional,Exceptional,Jess Petosa,265,3855,3.76,not known,2012,1,"Science Fiction, Dystopia, Young Adult",,,6.28,0.46
https://www.goodreads.com//book/show/15730577-the-blemished,The Blemished,Sarah Dalton,277,2204,3.62,328,2012,1,"Science Fiction, Dystopia, Young Adult",,,5.86,0.04
https://www.goodreads.com//book/show/5762055-zazen,Zazen,Vanessa Veselka,241,1285,3.59,264,2011,0,"Fiction, Science Fiction, Dystopia",2.0,,5.77,-0.05
https://www.goodreads.com//book/show/17673246-the-echo,The Echo,Scott Nicholson,34,745,3.88,220,2013,1,"Apocalyptic, Post Apocalyptic, Horror",,,6.64,0.82
https://www.goodreads.com//book/show/31554413-the-boy-on-the-bridge,The Boy on the Bridge,M.R. Carey,2677,19989,3.96,369,2017,1,"Horror, Fiction, Science Fiction",2.0,,6.88,1.06
https://www.goodreads.com//book/show/3195878-hitler-the-cat-goes-west,Hitler the Cat Goes West,Robert G. Pielke,12,33,3.33,148,2000,0,"Fiction, Science Fiction, Dystopia",,"Los Angeles, California",4.99,-0.83
https://www.goodreads.com//book/show/13419934-first-flight,"First Flight (The Dark Eagles, #1)",David R.  Smith,26,46,3.8,286,2012,0,"Young Adult, ERROR HERE!!!!!!!!!!, ERROR HERE!!!!!!!!!!, ERROR HERE!!!!!!!!!!",,,6.4,0.58
https://www.goodreads.com//book/show/263459.Autumn,Autumn,David Moody,542,6483,3.67,288,2005,1,"Horror, Horror, Zombies",,,6.01,0.19
https://www.goodreads.com//book/show/18635016-the-one,The One,Kiera Cass,29244,400859,4.19,323,2014,1,"Young Adult, Romance, Science Fiction",1.0,IllÃ¨a,7.57,1.75
https://www.goodreads.com//book/show/35427101-tempus-unbound,Tempus Unbound,Janet E. Morris,13,102,4.13,238,2017,1,"Fantasy, Fiction",,,7.39,1.57
https://www.goodreads.com//book/show/40304.The_Worthing_Saga,The Worthing Saga,Orson Scott Card,333,8578,3.85,463,1992,1,"Science Fiction, Fiction, Fantasy",1.0,,6.55,0.73
https://www.goodreads.com//book/show/7942230-the-matrix,The Matrix: Screenplay,Lana Wachowski,21,1111,4.2,220,2001,0,"Media Tie In, Science Fiction, Science Fiction",,,7.6,1.78
https://www.goodreads.com//book/show/7883678-empty,Empty,Suzanne Weyn,648,4168,3.29,192,2010,0,"Young Adult, Science Fiction, Dystopia",,"Sage Valley, New York",4.87,-0.95
https://www.goodreads.com//book/show/13450189-voyage-of-the-dead,Voyage of the Dead,David P. Forsyth,113,1119,3.74,286,2012,1,"Horror, Zombies, Horror",,,6.22,0.4
https://www.goodreads.com//book/show/16148038-daynight,Daynight,Megan Thomason,205,1444,3.66,314,2012,1,"Science Fiction, Dystopia, Young Adult",2.0,,5.98,0.16
https://www.goodreads.com//book/show/13253276-through-the-ever-night,Through the Ever Night,Veronica Rossi,4402,70455,4.13,341,2013,1,"Young Adult, Science Fiction, Dystopia",1.0,,7.39,1.57
https://www.goodreads.com//book/show/17457124-red-hill,Red Hill,Jamie McGuire,1944,12471,3.89,368,2013,1,"Horror, Zombies, Horror",1.0,,6.67,0.85
https://www.goodreads.com//book/show/17797261-dominion,Dominion,C.J. Sansom,1248,10801,3.83,608,2014,0,"Historical, Historical Fiction, Fiction",1.0,"London, England",6.49,0.67
https://www.goodreads.com//book/show/22288.Haunted,Haunted,Chuck Palahniuk,4357,96463,3.59,419,2006,0,"Fiction, Horror, Short Stories",,United States of America,5.77,-0.05
https://www.goodreads.com//book/show/3629010-house-of-stairs,House of Stairs,William Sleator,593,4256,3.85,166,1974,0,"Young Adult, Science Fiction, Fiction",1.0,,6.55,0.73
https://www.goodreads.com//book/show/25843439-the-atlantis-plague,The Atlantis Plague,A.G. Riddle,1225,32020,3.94,432,2015,1,"Science Fiction, Fiction, Thriller",,,6.82,1.0
https://www.goodreads.com//book/show/24765.Specials,Specials,Scott Westerfeld,7987,171784,3.76,384,2006,1,"Young Adult, Science Fiction, Dystopia",,,6.28,0.46
https://www.goodreads.com//book/show/41014635-departure,Departure,A.G. Riddle,1453,17330,3.84,304,2015,0,"Science Fiction, Fiction, Science Fiction",,,6.52,0.7
https://www.goodreads.com//book/show/979747.Wolf_and_Iron,Wolf and Iron,Gordon R. Dickson,111,1621,3.93,448,1993,0,"Science Fiction, Fiction, Apocalyptic",,,6.79,0.97
https://www.goodreads.com//book/show/613268.The_God_Eaters,The God Eaters,Jesse Hajicek,284,3035,4.1,452,2006,0,"Fantasy, Romance, M M Romance",,,7.3,1.48
https://www.goodreads.com//book/show/19418277-the-girl-with-all-the-gifts,The Girl With All the Gifts: Extended Free Preview,M.R. Carey,384,2994,3.99,not known,2014,1,"Fiction, Horror, Science Fiction",,,6.97,1.15
https://www.goodreads.com//book/show/38117618-dream-dancer,Dream Dancer,Janet E. Morris,21,214,3.96,327,2018,1,"Science Fiction, Fantasy, Fiction",,,6.88,1.06
https://www.goodreads.com//book/show/263985.The_Possibility_of_an_Island,The Possibility of an Island,Michel Houellebecq,718,12169,3.81,352,2007,0,"Fiction, Cultural, France",2.0,,6.43,0.61
https://www.goodreads.com//book/show/68146.The_Swarm,The Swarm,Frank SchÃ¤tzing,1055,16855,4.06,881,2006,0,"Science Fiction, Thriller, Fiction",4.0,Kiel (Hauptstadt),7.18,1.36
https://www.goodreads.com//book/show/43720168-winter-world,Winter World,A.G. Riddle,1120,18875,4.09,418,2019,1,"Science Fiction, Fiction, Thriller",,,7.27,1.45
https://www.goodreads.com//book/show/8856041-blueprints-of-the-afterlife,Blueprints of the Afterlife,Ryan Boudinot,380,2192,3.7,416,2012,0,"Science Fiction, Fiction, Science Fiction",1.0,,6.1,0.28
https://www.goodreads.com//book/show/12158877-the-rook,The Rook,Daniel O'Malley,6778,49939,4.11,512,2012,1,"Fantasy, Fantasy, Urban Fantasy",3.0,"London, England",7.33,1.51
https://www.goodreads.com//book/show/17306293-shift,Shift,Hugh Howey,4477,72965,4.12,570,2013,1,"Science Fiction, Fiction, Science Fiction",,,7.36,1.54
https://www.goodreads.com//book/show/12157365-unraveling,Unraveling,Elizabeth Norris,1924,18464,3.83,464,2012,1,"Young Adult, Science Fiction, Fantasy",,"San Diego, California",6.49,0.67
https://www.goodreads.com//book/show/1030207.Children_of_the_Dust,Children of the Dust,Louise Lawrence,174,1808,3.99,176,2002,0,"Science Fiction, Young Adult, Fiction",,,6.97,1.15
https://www.goodreads.com//book/show/7793307-ex-heroes,Ex-Heroes,Peter Clines,1441,15005,3.86,274,2010,1,"Horror, Zombies, Horror",,,6.58,0.76
https://www.goodreads.com//book/show/1848.Wild_Swans,Wild Swans: Three Daughters of China,Jung Chang,5810,94390,4.25,562,2003,0,"Nonfiction, History, Cultural",2.0,China,7.75,1.93
https://www.goodreads.com//book/show/27405160-good-morning-midnight,"Good Morning, Midnight",Lily Brooks-Dalton,1881,10866,3.92,272,2016,0,"Fiction, Science Fiction, Science Fiction",,Arctic Circle,6.76,0.94
https://www.goodreads.com//book/show/2723.The_Years_of_Rice_and_Salt,The Years of Rice and Salt,Kim Stanley Robinson,1275,11460,3.74,763,2003,0,"Fiction, Science Fiction, Science Fiction",3.0,France,6.22,0.4
https://www.goodreads.com//book/show/768878.Abarat,Abarat,Clive Barker,1414,25862,4.09,393,2003,1,"Fantasy, Young Adult, Fiction",1.0,,7.27,1.45
https://www.goodreads.com//book/show/186103.Peeps,Peeps,Scott Westerfeld,1995,24005,3.77,312,2006,1,"Young Adult, Paranormal, Vampires",8.0,New York State,6.31,0.49
https://www.goodreads.com//book/show/18423.The_Left_Hand_of_Darkness,The Left Hand of Darkness,Ursula K. Le Guin,9503,124284,4.08,304,2000,1,"Science Fiction, Fiction, Fantasy",4.0,,7.24,1.42
https://www.goodreads.com//book/show/22284.Diary,Diary,Chuck Palahniuk,2512,74427,3.61,262,2004,0,"Fiction, Horror, Contemporary",,United States of America,5.83,0.01
https://www.goodreads.com//book/show/76740.The_Demolished_Man,The Demolished Man,Alfred Bester,1321,28683,3.99,250,1999,0,"Science Fiction, Fiction, Classics",2.0,,6.97,1.15
https://www.goodreads.com//book/show/6487308-fallen,Fallen,Lauren Kate,19862,507332,3.73,452,2009,1,"Young Adult, Fantasy, Romance",,"Savannah, Georgia",6.19,0.37
https://www.goodreads.com//book/show/23173254-the-neptune-challenge,The Neptune Challenge,Polly Holyoke,83,1065,4.46,not known,2015,1,"Science Fiction, Science Fiction, Dystopia",,,8.38,2.56
https://www.goodreads.com//book/show/2167112.Last_Light,Last Light,Alex Scarrow,165,1696,3.91,402,2007,1,"Fiction, Thriller, Apocalyptic",,,6.73,0.91
https://www.goodreads.com//book/show/22576.Prayers_for_the_Assassin,Prayers for the Assassin,Robert Ferrigno,120,992,3.76,458,2006,1,"Fiction, Thriller, Science Fiction",,,6.28,0.46
https://www.goodreads.com//book/show/57070.Cloud_s_Rider,Cloud's Rider,C.J. Cherryh,24,808,3.92,464,1997,1,"Science Fiction, Fantasy, Fiction",,,6.76,0.94
https://www.goodreads.com//book/show/6845861-lights-out,Lights Out,David Crawford,138,1793,4.09,426,2005,0,"Apocalyptic, Post Apocalyptic, Fiction",,,7.27,1.45
https://www.goodreads.com//book/show/24807186-wolf-by-wolf,Wolf by Wolf,Ryan Graudin,3766,18401,4.22,388,2015,1,"Historical, Historical Fiction, Young Adult",5.0,,7.66,1.84
https://www.goodreads.com//book/show/18830.London_Fields,London Fields,Martin Amis,747,10725,3.71,526,2003,0,"Fiction, Mystery, Novels",,"London, England",6.13,0.31
https://www.goodreads.com//book/show/394986.Nature_s_End,Nature's End,Whitley Strieber,60,763,3.87,412,1986,0,"Science Fiction, Fiction, Science Fiction",,,6.61,0.79
https://www.goodreads.com//book/show/13645264-isolation,Isolation,Dan Wells,318,3748,3.93,75,2012,1,"Young Adult, Science Fiction, Dystopia",,,6.79,0.97
https://www.goodreads.com//book/show/6773432-timeriders,TimeRiders,Alex Scarrow,990,11430,3.82,425,2010,1,"Young Adult, Science Fiction, Science Fiction",1.0,,6.46,0.64
https://www.goodreads.com//book/show/15567.The_Wishsong_of_Shannara,The Wishsong of Shannara,Terry Brooks,781,52224,3.95,512,1999,1,"Fantasy, Fiction, Fantasy",,,6.85,1.03
https://www.goodreads.com//book/show/10762469-the-leftovers,The Leftovers,Tom Perrotta,5801,43608,3.41,355,2011,0,"Fiction, Fantasy, Science Fiction",2.0,,5.23,-0.59
https://www.goodreads.com//book/show/10558758-forty-days-at-kamas,Forty Days at Kamas,Preston Fleming,153,993,3.93,336,2013,1,"Science Fiction, Dystopia, Fiction",,"Kamas, Utah",6.79,0.97
https://www.goodreads.com//book/show/5094.The_Drawing_of_the_Three,The Drawing of the Three,Stephen King,7946,222751,4.21,463,2003,1,"Fantasy, Fiction, Horror",,,7.63,1.81
https://www.goodreads.com//book/show/41821.The_Gods_Themselves,The Gods Themselves,Isaac Asimov,1896,53897,4.09,288,2000,0,"Science Fiction, Fiction, Science Fiction Fantasy",4.0,,7.27,1.45
https://www.goodreads.com//book/show/20819685-the-bone-clocks,The Bone Clocks,David Mitchell,10267,87564,3.83,624,2014,0,"Fiction, Fantasy, Science Fiction",10.0,"Gravesend , Cambridge, England, London, England, Brighton, Hay-on-Wye, Breckonshire, Wales, Cartagena, Rottnest Island, Shanghai, Ãingvellir, Annandale-on-Hudson, New York City, New York, Sheep's Head, County Cork",6.49,0.67
https://www.goodreads.com//book/show/32078.Amnesia_Moon,Amnesia Moon,Jonathan Lethem,320,3443,3.49,256,2005,0,"Fiction, Science Fiction, Apocalyptic",,,5.47,-0.35
https://www.goodreads.com//book/show/10794233-star-chamber-brotherhood,Star Chamber Brotherhood,Preston Fleming,27,197,4.11,not known,2013,1,"Science Fiction, Fiction, Mystery",,,7.33,1.51
https://www.goodreads.com//book/show/16098473-project-ele,Project ELE,Rebecca Gober,271,2874,3.84,334,2012,1,"Young Adult, Science Fiction, Dystopia",,,6.52,0.7
https://www.goodreads.com//book/show/13641208-tenth-of-december,Tenth of December,George Saunders,7244,63512,3.96,251,2013,0,"Short Stories, Fiction, Contemporary",4.0,,6.88,1.06
https://www.goodreads.com//book/show/501349.The_Outstretched_Shadow,The Outstretched Shadow,Mercedes Lackey,374,10644,4.01,711,2004,1,"Fantasy, Fiction, Fantasy",,,7.03,1.21
https://www.goodreads.com//book/show/8161632-shadowspell,Shadowspell,Jenna Black,613,12601,3.99,295,2011,1,"Fantasy, Young Adult, Fantasy",,Avalon,6.97,1.15
https://www.goodreads.com//book/show/9766649-the-great-collapse,The Great Collapse,Jeff W. Horton,19,115,3.96,399,2010,1,"Science Fiction, Apocalyptic, Post Apocalyptic",,,6.88,1.06
https://www.goodreads.com//book/show/285563.Native_Tongue,Native Tongue,Suzette Haden Elgin,360,3141,4.01,327,2000,1,"Science Fiction, Fiction, Feminism",,,7.03,1.21
https://www.goodreads.com//book/show/36373298-trail-of-lightning,Trail of Lightning,Rebecca Roanhorse,3545,17734,3.97,287,2018,1,"Fantasy, Fantasy, Urban Fantasy",5.0,,6.91,1.09
https://www.goodreads.com//book/show/285825.Divided_Kingdom,Divided Kingdom,Rupert Thomson,110,1610,3.33,352,2006,0,"Fiction, Science Fiction, Dystopia",,,4.99,-0.83
https://www.goodreads.com//book/show/91109.The_Long_Tomorrow,The Long Tomorrow,Leigh Brackett,233,2117,3.66,223,1962,0,"Science Fiction, Fiction, Apocalyptic",1.0,,5.98,0.16
https://www.goodreads.com//book/show/7654418-amsterdam-2012,Amsterdam 2012,Ruth Francisco,28,147,3.74,not known,2010,1,"Fiction, Mystery, Thriller",,,6.22,0.4
https://www.goodreads.com//book/show/563943.The_Last_Dog_on_Earth,The Last Dog on Earth,Daniel Ehrenhaft,169,1370,4.16,234,2004,0,"Young Adult, Animals, Fiction",,,7.48,1.66
https://www.goodreads.com//book/show/9378297-anna-dressed-in-blood,Anna Dressed in Blood,Kendare Blake,9973,98029,3.92,316,2011,1,"Young Adult, Horror, Fantasy",4.0,"Thunder Bay, Ontario",6.76,0.94
https://www.goodreads.com//book/show/27523.Left_Behind,Left Behind,Tim LaHaye,3879,207143,3.83,342,2000,1,"Fiction, Christian, Christian Fiction",,"Illinois, New York City, New York, Mount Prospect, Illinois, Chicago, Illinois",6.49,0.67
https://www.goodreads.com//book/show/1504222.Zenith,Zenith,Julie Bertagna,89,994,3.61,340,2007,1,"Young Adult, Science Fiction, Dystopia",1.0,,5.83,0.01
https://www.goodreads.com//book/show/22489107-fairest,Fairest,Marissa Meyer,13480,109291,3.98,222,2015,1,"Fantasy, Young Adult, Science Fiction",,Luna,6.94,1.12
https://www.goodreads.com//book/show/18077769-authority,Authority,Jeff VanderMeer,6234,61077,3.52,341,2014,1,"Science Fiction, Fiction, Horror",,,5.56,-0.26
https://www.goodreads.com//book/show/966835.The_Last_Man,The Last Man,Mary Wollstonecraft Shelley,530,3934,3.36,479,1998,0,"Classics, Fiction, Science Fiction",,"Windsor, Berkshire, England, Istanbul, Perth, Scotland, Dunkeld, Perthshire, Scotland, Greece, England",5.08,-0.74
https://www.goodreads.com//book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,Harry Potter and the Sorcerer's Stone,J.K. Rowling,115324,7278478,4.48,309,2003,1,"Fantasy, Fiction, Young Adult",28.0,"London, England, Hogwarts School of Witchcraft and Wizardry, Hogwarts School of Witchcraft and Wizardry",8.44,2.62
https://www.goodreads.com//book/show/7245329-the-candidates,The Candidates,Inara Scott,432,3846,3.6,293,2010,1,"Young Adult, Fantasy, Paranormal",,,5.8,-0.02
https://www.goodreads.com//book/show/125956.Black,Black: The Birth of Evil,Ted Dekker,1895,32548,4.19,432,2005,1,"Fantasy, Fiction, Christian Fiction",,,7.57,1.75
https://www.goodreads.com//book/show/631169.Eva,Eva,Peter Dickinson,227,2019,3.42,219,1990,0,"Young Adult, Science Fiction, Fiction",2.0,,5.26,-0.56
https://www.goodreads.com//book/show/7864587-the-iron-duke,The Iron Duke,Meljean Brook,1981,15993,3.86,384,2010,1,"Science Fiction, Steampunk, Romance",4.0,,6.58,0.76
https://www.goodreads.com//book/show/13496.A_Game_of_Thrones,A Game of Thrones,George R.R. Martin,54959,2046611,4.45,835,2005,1,"Fantasy, Fiction, Fantasy",4.0,The Lands of Ice and Fire,8.35,2.53
https://www.goodreads.com//book/show/18122.The_Amber_Spyglass,The Amber Spyglass,Philip Pullman,10640,308252,4.08,467,2003,1,"Fantasy, Young Adult, Fiction",6.0,,7.24,1.42
https://www.goodreads.com//book/show/1655668.Go_Go_Girls_of_the_Apocalypse,Go-Go Girls of the Apocalypse,Victor Gischler,297,2010,3.75,324,2008,0,"Apocalyptic, Post Apocalyptic, Fiction",,United States of America,6.25,0.43
https://www.goodreads.com//book/show/18140842-in-the-end,In the End,Demitria Lunetta,617,4582,3.92,432,2014,1,"Young Adult, Science Fiction, Dystopia",,,6.76,0.94
https://www.goodreads.com//book/show/230853.Veniss_Underground,Veniss Underground,Jeff VanderMeer,201,2308,3.78,278,2005,0,"Fantasy, Science Fiction, Fiction",2.0,,6.34,0.52
https://www.goodreads.com//book/show/119324.The_Subtle_Knife,The Subtle Knife,Philip Pullman,10280,377748,4.13,326,1997,1,"Fantasy, Young Adult, Fiction",2.0,,7.39,1.57
https://www.goodreads.com//book/show/10194157-shadow-and-bone,Shadow and Bone,Leigh Bardugo,34287,333294,3.99,358,2012,1,"Fantasy, Young Adult, Romance",7.0,Ravka ,6.97,1.15
https://www.goodreads.com//book/show/216361.The_World_Jones_Made,The World Jones Made,Philip K. Dick,202,2907,3.63,199,1993,0,"Science Fiction, Fiction, Novels",,,5.89,0.07
https://www.goodreads.com//book/show/11320138-shadows,Shadows,Ilsa J. Bick,1118,10168,3.78,518,2012,1,"Young Adult, Horror, Zombies",,,6.34,0.52
https://www.goodreads.com//book/show/22698568-the-invasion-of-the-tearling,The Invasion of the Tearling,Erika Johansen,4907,46617,4.11,515,2015,1,"Fantasy, Young Adult, Fiction",1.0,,7.33,1.51
https://www.goodreads.com//book/show/15812814-crossed,Crossed,Ally Condie,15210,216774,3.52,367,2013,1,"Young Adult, Science Fiction, Dystopia",,,5.56,-0.26
https://www.goodreads.com//book/show/6420846-lockdown,Lockdown,Alexander Gordon Smith,2343,18198,4.11,273,2009,1,"Young Adult, Horror, Science Fiction",2.0,,7.33,1.51
https://www.goodreads.com//book/show/89583.Six_Moon_Dance,Six Moon Dance,Sheri S. Tepper,79,1575,3.78,544,1999,0,"Science Fiction, Fantasy, Fiction",1.0,,6.34,0.52
https://www.goodreads.com//book/show/420496.A_Knight_of_the_Word,A Knight of the Word,Terry Brooks,323,14337,4.05,386,1999,1,"Fantasy, Fantasy, Urban Fantasy",,,7.15,1.33
https://www.goodreads.com//book/show/21116887-the-rain,The Rain,Virginia Bergin,1625,9339,3.48,386,2014,1,"Young Adult, Science Fiction, Dystopia",,,5.44,-0.38
https://www.goodreads.com//book/show/161887.East,East,Edith Pattou,2795,39902,4.14,507,2005,1,"Fantasy, Young Adult, Fantasy",2.0,"Andalsnes, La Rochelle",7.42,1.6
https://www.goodreads.com//book/show/7314222-noise,Noise,Darin Bradley,56,343,3.21,222,2010,0,"Fiction, Horror, Science Fiction",,,4.63,-1.19
https://www.goodreads.com//book/show/10090.Mountain_of_Black_Glass,Mountain of Black Glass,Tad Williams,208,14640,4.06,749,2000,1,"Fantasy, Science Fiction, Fiction",,,7.18,1.36
https://www.goodreads.com//book/show/14288998-into-the-still-blue,Into the Still Blue,Veronica Rossi,3839,43996,4.15,389,2014,1,"Young Adult, Science Fiction, Dystopia",,,7.45,1.63
https://www.goodreads.com//book/show/6920820-shadow-hills,Shadow Hills,Anastasia Hopcus,459,3650,3.67,388,2010,1,"Young Adult, Fantasy, Paranormal",,"Shadow Hills, Massachusetts",6.01,0.19
https://www.goodreads.com//book/show/11556960-crewel,Crewel,Gennifer Albin,2424,17719,3.72,368,2012,1,"Young Adult, Fantasy, Science Fiction",,,6.16,0.34
https://www.goodreads.com//book/show/10092.Sea_of_Silver_Light,Sea of Silver Light,Tad Williams,289,13048,4.14,688,2001,1,"Fantasy, Science Fiction, Fiction",,,7.42,1.6
https://www.goodreads.com//book/show/9464733-beauty-queens,Beauty Queens,Libba Bray,7796,51853,3.62,396,2011,0,"Young Adult, Contemporary, Humor",5.0,an island in the middle of nowhere,5.86,0.04
https://www.goodreads.com//book/show/890.Of_Mice_and_Men,Of Mice and Men,John Steinbeck,35159,1985058,3.88,103,2002,0,"Classics, Fiction, Academic",1.0,"Salinas Valley, California, California",6.64,0.82
https://www.goodreads.com//book/show/66678.Exile,Exile,R.A. Salvatore,1071,58152,4.19,343,2006,1,"Fantasy, Dungeons and Dragons, Forgotten Realms",,,7.57,1.75
https://www.goodreads.com//book/show/18505844-memory-of-water,Memory of Water,Emmi ItÃ¤ranta,946,6118,3.7,263,2014,0,"Science Fiction, Science Fiction, Dystopia",10.0,,6.1,0.28
https://www.goodreads.com//book/show/15059301-captured,Captured,Erica Stevens,1316,18199,4.04,168,2012,1,"Paranormal, Vampires, Fantasy",,,7.12,1.3
https://www.goodreads.com//book/show/2111634.Flood,Flood,Stephen Baxter,526,4955,3.59,536,2008,1,"Science Fiction, Fiction, Apocalyptic",,"Barcelona, Catalonia, London, England, Houston, Texas, Reykjavik (ReykjavÃ­k), New York City, New York, Cusco",5.77,-0.05
https://www.goodreads.com//book/show/34527.Feet_of_Clay,Feet of Clay,Terry Pratchett,1704,72954,4.26,411,2005,1,"Fantasy, Fiction, Humor",,"Ankh-Morpork, Discworld",7.78,1.96
https://www.goodreads.com//book/show/451777.One_Nation_Under_God,One Nation Under God,Vincent M. Wales,5,27,3.85,433,2004,0,"Science Fiction, Dystopia, Politics",,,6.55,0.73
https://www.goodreads.com//book/show/693381.Just_Like_Beauty,Just Like Beauty,Lisa Lerner,17,148,3.56,288,2003,0,"Fiction, Science Fiction, Dystopia",,,5.68,-0.14
https://www.goodreads.com//book/show/6779932-future-hope,Future Hope,David Gelber,18,27,3.7,336,2010,1,"Science Fiction, Dystopia, Fiction",,,6.1,0.28
https://www.goodreads.com//book/show/7744064-infinite-days,Infinite Days,Rebecca Maizel,1176,9280,3.91,308,2010,1,"Paranormal, Vampires, Young Adult",,,6.73,0.91
https://www.goodreads.com//book/show/8495689-from-the-herald-s-wearied-eye,From the Herald's Wearied Eye,Jessica McHugh,1,6,4.33,166,2010,0,,,,7.99,2.17
https://www.goodreads.com//book/show/13097644-thank-you-for-your-cooperation,Thank You For Your Cooperation,Adam   Wasserman,12,41,3.73,not known,2011,1,"Science Fiction, Science Fiction, Dystopia",,,6.19,0.37
https://www.goodreads.com//book/show/14654984-maligned,Maligned,Kathleen Papajohn,8,16,4.38,274,2012,0,Thriller,,,8.14,2.32
