URL,Title,Author,Number of reviews,Number of ratings,Average rating,Pages,Publish year,Series,Genres,Awards,Places
https://www.goodreads.com//book/show/2767052-the-hunger-games,The Hunger Games,Suzanne Collins,173693,6532535,4.33,374,2008,TRUE,"Young Adult, Fiction, Science Fiction","Locus Award Nominee for Best Young Adult Book (2009), Georgia Peach Book Award (2009), Buxtehuder Bulle (2009), Golden Duck Award for Young Adult (Hal Clement Award) (2009), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010), Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010), Red House Children's Book Award for Older Readers & Overall (2010), South Carolina Book Award for Junior and Young Adult Book (2011), Charlotte Award (2010), Colorado Blue Spruce Young Adult Book Award (2010), Teen Buckeye Book Award (2009), Pennsylvania Young Readers' Choice Award for Young Adults (2010), Rhode Island Teen Book Award (2010), Dorothy Canfield Fisher Children's Book Award (2010), Evergreen Teen Book Award (2011), Soaring Eagle Book Award (2009), Milwaukee County Teen Book Award Nominee (2010), Sakura Medal for Middle School Book (2010), Michigan Library Association Thumbs Up! Award (2009), Florida Teens Read (2009), Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010), Iowa High School Book Award (2011), New Mexico Land of Enchantment Award for Young Adult (2011), Eliot Rosewater Indiana High School Book Award (2010), The Inky Awards for Silver Inky (2009), California Young Readers Medal for Young Adult (2011), Lincoln Award (2011), Kinderboekwinkelprijs (2010), Missouri Truman Readers Award (2011), CYBILS Award for Young Adult Fantasy & Science Fiction (2008), Literaturpreis der Jury der jungen Leser for Jugendbuch (2010), The Inky Awards Shortlist for Silver Inky (2009), Prix Et-lisez-moi (2011), Missouri Gateway Readers Award (2011), Oklahoma Sequoyah Award for High School and Intermediate (2011), Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009), Rebecca Caudill Young Readers' Book Award (2011), LovelyBooks Leserpreis for Fantasy (2009), LovelyBooks Leserpreis for Bestes Cover/Umschlag (2009), Premi Protagonista Jove for Categoria 13-14 anys (2010)","District 12, Panem, Capitol, Panem, Panem"
https://www.goodreads.com//book/show/40961427-1984,1984,George Orwell,72336,3248738,4.19,237,2013,FALSE,"Classics, Fiction, Science Fiction","Prometheus Hall of Fame Award (1984), Locus Award Nominee for All-Time Best Science Fiction Novel (1987)","London, England, England, United Kingdom"
https://www.goodreads.com//book/show/3636.The_Giver,The Giver,Lois Lowry,65998,1836308,4.13,208,2006,TRUE,"Young Adult, Fiction, Classics","Newbery Medal (1994), Mythopoeic Fantasy Award Nominee for Children's Literature (1994), Golden Duck Award for Young Adult (Hal Clement Award) (1994), Garden State Book Award for Teen Fiction Grades 6-8 (1996), Buckeye Children's Book Award for Grade 6-8 (1997), Grand Canyon Reader Award for Teen Book (1995), Maryland Black-Eyed Susan Book Award for Grade 6-9 (1995), Golden Sower Award for Young Adult (1995), Pennsylvania Young Readers' Choice Award for Grades 3-8 (1995), Soaring Eagle Book Award Nominee (1996), Pacific Northwest Library Association Young Reader's Choice Award for Senior (1996), Boston Globe-Horn Book Award Nominee for Fiction (1993), New Mexico Land of Enchantment Award (1997), Eliot Rosewater Indiana High School Book Award (1997), William Allen White Children's Book Award (1996), Wyoming Indian Paintbrush Nominee (1996), NSK Neustadt Prize for Children's Literature Nominee (2013), Oklahoma Sequoyah Award for YA (1996), Rebecca Caudill Young Readers' Book Award (1996), Hea Lasteraamat (2010), Premi Protagonista Jove for Categoria 13-14 anys (2016), Margaret A. Edwards Award (2007)",
https://www.goodreads.com//book/show/13335037-divergent,Divergent,Veronica Roth,108877,2988154,4.19,487,2012,TRUE,"Young Adult, Science Fiction, Dystopia","Georgia Peach Book Award (2012), South Carolina Book Award for Young Adult (2014), Rhode Island Teen Book Award (2013), Evergreen Teen Book Award (2014), Soaring Eagle Book Award (2012), Milwaukee County Teen Book Award Nominee (2012), Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012), Sakura Medal, New Mexico Land of Enchantment Award for Young Adult (2014), Eliot Rosewater Indiana High School Book Award (2014), California Young Readers Medal for Young Adult (2014), Lincoln Award Nominee (2014), DABWAHA Romance Tournament for Best Young Adult Romance (2012), Goodreads Choice Award for Favorite Book and for Young Adult Fantasy & Science Fiction and Nominee for Goodreads Author (2011), Green Mountain Book Award (2013), The Magnolia Award for 6-8 (2014), Louisiana Teen Readers' Choice (2014), Missouri Gateway Readers Award (2014), Oklahoma Sequoyah Award for High Schol (2014), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)","Chicago, Illinois"
https://www.goodreads.com//book/show/5129.Brave_New_World,Brave New World,Aldous Huxley,31466,1475247,3.99,288,1998,FALSE,"Classics, Fiction, Science Fiction",,"New Mexico, London, England"
https://www.goodreads.com//book/show/13079982-fahrenheit-451,Fahrenheit 451,Ray Bradbury,49362,1732046,3.99,194,2011,FALSE,"Classics, Fiction, Science Fiction","Prometheus Hall of Fame Award (1984), Geffen Award for Best Translated SF Book (2002), California Book Award for Fiction (Silver) (1953), Retro Hugo Award for Best Novel (2004)",
https://www.goodreads.com//book/show/38447.The_Handmaid_s_Tale,The Handmaid's Tale,Margaret Atwood,72324,1508603,4.11,314,1998,TRUE,"Fiction, Classics, Science Fiction","Booker Prize Nominee (1986), Nebula Award Nominee for Best Novel (1986), Locus Award Nominee for Best SF Novel (1987), Arthur C. Clarke Award (1987), Audie Award for Fiction (2013), Los Angeles Times Book Prize for Fiction (1986), Prometheus Award Nominee for Best Novel (1987), James Tiptree Jr. Award Nominee for Retrospective (1995), Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1985), SF Chronicle Award Nominee for Novel (1987), Commonwealth Writers' Prize Nominee for Best Book in Caribbean and Canada (1987), CBC Canada Reads Nominee (2002), Metų verstinė knyga Nominee (2012)","Cambridge, Massachusetts, Republic of Gilead"
https://www.goodreads.com//book/show/170448.Animal_Farm,Animal Farm,George Orwell,57960,2822789,3.95,141,1996,FALSE,"Classics, Fiction, Science Fiction","Prometheus Hall of Fame Award (2011), Retro Hugo Award for Best Novella (1996)","England, United Kingdom"
https://www.goodreads.com//book/show/7624.Lord_of_the_Flies,Lord of the Flies,William Golding,38479,2313464,3.69,182,1999,FALSE,"Classics, Fiction, Young Adult",,
https://www.goodreads.com//book/show/375802.Ender_s_Game,Ender's Game,Orson Scott Card,43661,1156769,4.3,352,2004,TRUE,"Science Fiction, Fiction, Young Adult","Hugo Award for Best Novel (1986), Nebula Award for Best Novel (1985), Premi Ictineu for Millor novel·la traduïda (2014), Nébula (1985), Margaret A. Edwards Award (2008)",
https://www.goodreads.com//book/show/6288.The_Road,The Road,Cormac McCarthy,46343,731588,3.97,241,2006,FALSE,"Fiction, Science Fiction, Science Fiction","Pulitzer Prize for Fiction (2007), Locus Award Nominee for Best SF Novel (2007), James Tait Black Memorial Prize for Fiction (2006), The Quill Award for General Fiction (2007), Puddly Award for Fiction (2010), National Book Critics Circle Award Nominee for Fiction (2006), Believer Book Award (2006), Tähtivaeltaja Award (2009), Cena Akademie SFFH for Kniha roku (Book of the Year) (2008), Prix des libraires du Québec for Lauréats hors Québec (2009), International Dublin Literary Award Nominee (2008), The Rooster -- The Morning News Tournament of Books (2007)",United States of America
https://www.goodreads.com//book/show/6186357-the-maze-runner,The Maze Runner,James Dashner,56160,1095667,4.03,384,2009,TRUE,"Young Adult, Science Fiction, Dystopia","Georgia Peach Book Award (2011), Utah Book Award Nominee for Young Adults (2009), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel  (2009), Charlotte Award (2012), Pennsylvania Young Readers' Choice Award Nominee (2011), Evergreen Teen Book Award (2012), Milwaukee County Teen Book Award Nominee (2011), Lincoln Award (2012), Missouri Truman Readers Award (2012)",
https://www.goodreads.com//book/show/149267.The_Stand,The Stand,Stephen King,21419,630118,4.34,1172,1990,FALSE,"Horror, Fiction, Fantasy","Locus Award Nominee for Best SF Novel (1979), World Fantasy Award Nominee for Best Novel (1979), Gandalf Award Nominee (1979), Balrog Award Nominee for Best Novel (1979) (1980)","United States of America, New York City, New York, Boulder, Colorado, Las Vegas, Nevada, Arnett, Texas, Pennsylvania, Arkansas, Arizona, Nevada, Idaho, Boulder, Colorado, Ogunquit, Maine"
https://www.goodreads.com//book/show/24770.Uglies,Uglies,Scott Westerfeld,23736,571822,3.85,425,2005,TRUE,"Young Adult, Science Fiction, Dystopia","Georgia Peach Book Award Nominee for Honor book (2008), Golden Duck Award for Young Adult (Hal Clement Award) (2006), Ditmar Award Nominee for Best Novel (2006), South Carolina Book Award Nominee for Young Adult Book Award (2008), Rhode Island Teen Book Award Nominee (2007), Eliot Rosewater Indiana High School Book Award (2007), Lincoln Award (2007), Prix Et-lisez-moi (2009), Missouri Gateway Readers Award Nominee (2008)",
https://www.goodreads.com//book/show/11614718-delirium,Delirium,Lauren Oliver,26436,423968,3.97,441,2012,TRUE,"Young Adult, Science Fiction, Dystopia","Buxtehuder Bulle (2011), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Favorite Book and for Goodreads Author (2011), Missouri Gateway Readers Award Nominee (2014)","Portland, Maine"
https://www.goodreads.com//book/show/7735333-matched,Matched,Ally Condie,33213,667860,3.66,369,2010,TRUE,"Young Adult, Science Fiction, Dystopia","South Carolina Book Award for Young Adult (2013), Teen Buckeye Book Award (2012), Pennsylvania Young Readers' Choice Award for Young Adults (2012), Rhode Island Teen Book Award (2012), California Young Readers Medal for Young Adult (2013), Lincoln Award Nominee (2013), Literaturpreis der Jury der jungen Leser for Jugendbuch (2011), Carnegie Medal Nominee (2012), Missouri Gateway Readers Award Nominee (2013)",
https://www.goodreads.com//book/show/5805.V_for_Vendetta,V for Vendetta,Alan Moore,5615,270136,4.25,296,2005,TRUE,"Sequential Art, Graphic Novels, Sequential Art","Prometheus Hall of Fame Award (2006), Harvey Awards Nominee for Best Continuing or Limited Series & Best Writer (for Alan Moore) (1989)",United Kingdom
https://www.goodreads.com//book/show/764347.Unwind,Unwind,Neal Shusterman,18924,197590,4.16,337,2007,TRUE,"Young Adult, Science Fiction, Dystopia","Rhode Island Teen Book Award Nominee (2010), Evergreen Teen Book Award (2010), Sakura Medal for Middle School Book (2009), Florida Teens Read Nominee (2009), Eliot Rosewater Indiana High School Book Award (2010), California Young Readers Medal Nominee for Young Adult (2011), Gouden Lijst Nominee (2013), Green Mountain Book Award (2010), Missouri Gateway Readers Award Nominee (2010), Oklahoma Sequoyah Award for Intermediate (2010)","Akron, Ohio, Ohio, Scottsburg, Indiana, Arizona, Joplin, Missouri"
https://www.goodreads.com//book/show/6334.Never_Let_Me_Go,Never Let Me Go,Kazuo Ishiguro,32407,487219,3.82,288,2010,FALSE,"Fiction, Science Fiction, Science Fiction","Booker Prize Nominee (2005), Locus Award Nominee for Best SF Novel (2006), Arthur C. Clarke Award Nominee (2006), James Tait Black Memorial Prize Nominee for Fiction (2005), ALA Alex Award (2006), National Book Critics Circle Award Nominee for Fiction (2005), Corine Internationaler Buchpreis for Belletristik (2006), International Dublin Literary Award Nominee (2007)","Hailsham, Norfolk, England, The Cottages, Kingsfield"
https://www.goodreads.com//book/show/46756.Oryx_and_Crake,Oryx and Crake,Margaret Atwood,13702,226357,4.01,389,2004,TRUE,"Fiction, Science Fiction, Science Fiction","Booker Prize Nominee (2003), Orange Prize Nominee for Fiction Shortlist (2004), Sunburst Award Nominee for Canadian Novel (2004), Scotiabank Giller Prize Nominee (2003), Grand Prix de l'Imaginaire Nominee for Roman étranger (2006)",
https://www.goodreads.com//book/show/9969571-ready-player-one,Ready Player One,Ernest Cline,88661,896426,4.25,374,2011,TRUE,"Science Fiction, Fiction, Young Adult","Locus Award Nominee for Best First Novel (2012), John W. Campbell Memorial Award Nominee (2012), Prometheus Award for Best Novel (2012), ALA Alex Award (2012), Lincoln Award Nominee (2014), Tähtivaeltaja Award Nominee (2013), Mary Shelley Award for Outstanding Fictional Work (2016), Goodreads Choice Award Nominee for Science Fiction and for Favorite Book (2011), Green Mountain Book Award Nominee (2015), Seiun Award 星雲賞 Nominee for Best Translated Novel (2015)","Columbus, Ohio, Oklahoma City, Oklahoma"
https://www.goodreads.com//book/show/8908.World_War_Z,World War Z: An Oral History of the Zombie War,Max Brooks,25871,450555,4.01,342,2006,TRUE,"Horror, Fiction, Horror","Audie Award for Multi-Voiced Performance (2014), Premio Ignotus Nominee for Mejor novela extranjera (Best Foreign Novel) (2009), Lincoln Award Nominee (2012), Seiun Award 星雲賞 Nominee for Best Translated Long Form (2011)",
https://www.goodreads.com//book/show/9275658-legend,Legend,Marie Lu,29099,422796,4.16,305,2011,TRUE,"Young Adult, Science Fiction, Dystopia","Rhode Island Teen Book Award Nominee (2013), Milwaukee County Teen Book Award Nominee (2013), The Inky Awards Nominee for Silver Inky (2012), California Young Readers Medal Nominee for Young Adult (2015), Lincoln Award Nominee (2014), Missouri Truman Readers Award (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012), Rebecca Caudill Young Readers' Book Award (2015)","Los Angeles, The Republic of America"
https://www.goodreads.com//book/show/7082.Do_Androids_Dream_of_Electric_Sheep_,Do Androids Dream of Electric Sheep?,Philip K. Dick,13492,356294,4.08,244,1996,TRUE,"Science Fiction, Fiction, Classics",Nebula Award Nominee for Best Novel (1968),"San Francisco, California, California, United States of America"
https://www.goodreads.com//book/show/472331.Watchmen,Watchmen,Alan Moore,14399,493169,4.36,416,2005,TRUE,"Sequential Art, Graphic Novels, Sequential Art","Hugo Award for Other Forms (1988), Locus Award for Best Non-Fiction/Art (1988), Harvey Awards for Best Writer (for Alan Moore), Best Artist or Penciller (for Dave Gibbons), Best Continuing or Limited Series, Best Single Issue (""Watchmen #9""), Best Graphic Album, Best Colorist (for John Higgins) & Special Award for Excellence in Production  (1988), Prix du Festival d'Angoulême for Alph-art du meilleur album étranger (1989), Urhunden Prize for Foreign Album (1992), Will Eisner Comic Industry Awards for Best Archival Collection/Project–Comic Books (in 2006 awards, for Absolute edition), Best Finite Series, Best Graphic Album, Best Writer (for Alan Moore), Best Writer/Artist (single or team) (for Alan Moore & Dave Gibbons) (1988), IGN Award for Best Collection (2005)","New York City, New York"
https://www.goodreads.com//book/show/307791.The_City_of_Ember,The City of Ember,Jeanne DuPrau,11285,251409,3.86,288,2003,TRUE,"Young Adult, Fantasy, Science Fiction","California Book Award for Young Adult (Silver) (2003), Maryland Black-Eyed Susan Book Award for Grade 6-9 (2006), Rhode Island Teen Book Award Nominee (2005), Dorothy Canfield Fisher Children's Book Award Nominee (2005), Child Magazine Best Book of the Year, Sunshine State Young Readers Award for Grades 3-5 and Grades 6-8 (2004), Charlie May Simon Children's Book Award Nominee (2006), New Mexico Land of Enchantment Award for Young Adult (2007), Judy Lopez Memorial Award for Children's Literature Nominee (2004), Chapman Award for Shared Reading Nominee for Fiction (2004), William Allen White Children's Book Award (2006), Washington State Sasquatch Award (2006), Bluestem Book Award Nominee (2019), Rebecca Caudill Young Readers' Book Award Nominee (2006)",
https://www.goodreads.com//book/show/4981.Slaughterhouse_Five,Slaughterhouse-Five,Kurt Vonnegut Jr.,27540,1150861,4.08,275,1999,FALSE,"Classics, Fiction, Science Fiction","Hugo Award Nominee for Best SF Novel (1970), Nebula Award Nominee for Best Novel (1969), National Book Award Finalist for Fiction (1970), Chicago Publishers' Award (1970)","Dresden, Tralfamadore, Ilium, Ardennes"
https://www.goodreads.com//book/show/13453029-wool-omnibus,Wool Omnibus,Hugh Howey,13704,163857,4.21,509,2012,TRUE,"Science Fiction, Fiction, Science Fiction","Tähtivaeltaja Award Nominee (2014), Prix des libraires du Québec (2015), Bookworm Best Award for People's Pick (2013), Goodreads Choice Award Nominee for Science Fiction and for Goodreads Author (2012)",
https://www.goodreads.com//book/show/2493.The_Time_Machine,The Time Machine,H.G. Wells,11331,422784,3.89,118,2002,FALSE,"Classics, Science Fiction, Fiction",,"United Kingdom, London, England, England"
https://www.goodreads.com//book/show/36381037-cinder,Cinder,Marissa Meyer,55353,706620,4.14,400,2012,TRUE,"Young Adult, Fantasy, Science Fiction","Golden Duck Award for Young Adult (Hal Clement Award) (2013), Kalbacher Klapperschlange for Altersgruppe 7. - 9. Klasse (2015), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2014), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014), Rhode Island Teen Book Award Nominee (2014), California Young Readers Medal for Young Adult (2016), Lincoln Award Nominee (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2012), Rebecca Caudill Young Readers' Book Award Nominee (2016)","New Beijing, Eastern Commonwealth"
https://www.goodreads.com//book/show/547094.I_Am_Legend_and_Other_Stories,I Am Legend and Other Stories,Richard Matheson,4975,120277,4,317,1997,FALSE,"Horror, Fiction, Science Fiction",,"Los Angeles, California"
https://www.goodreads.com//book/show/57891.Battle_Royale,Battle Royale,Koushun Takami,5089,62675,4.16,617,2003,FALSE,"Fiction, Science Fiction, Dystopia",,Japan
https://www.goodreads.com//book/show/10507293-the-selection,The Selection,Kiera Cass,50713,936750,4.13,336,2012,TRUE,"Young Adult, Romance, Science Fiction","Lincoln Award Nominee (2015), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012)",
https://www.goodreads.com//book/show/667.Anthem,Anthem,Ayn Rand,9300,133320,3.63,105,1999,FALSE,"Fiction, Classics, Philosophy","Prometheus Hall of Fame Award (1987), Retro Hugo Award Nominee for Best Novella (2014)",
https://www.goodreads.com//book/show/76171.We,We,Yevgeny Zamyatin,4750,73951,3.91,255,1993,FALSE,"Fiction, Science Fiction, Science Fiction",,OneState
https://www.goodreads.com//book/show/43615.The_Gunslinger,The Gunslinger,Stephen King,19310,525287,3.94,231,2003,TRUE,"Fantasy, Fiction, Horror",,
https://www.goodreads.com//book/show/6690798-the-passage,The Passage,Justin Cronin,19517,193882,4.03,766,2010,TRUE,"Horror, Fiction, Science Fiction","Locus Award Nominee for Best SF Novel (2011), Goodreads Choice Award Nominee for Favorite Book and for Science Fiction (2010)","Telluride, Colorado, Las Vegas, Nevada, Roswell, New Mexico"
https://www.goodreads.com//book/show/213753.Life_As_We_Knew_It,Life As We Knew It,Susan Beth Pfeffer,9823,117567,3.88,337,2006,TRUE,"Young Adult, Science Fiction, Dystopia","Buxtehuder Bulle (2010), South Carolina Book Award Nominee for Young Adult Book (2009), Rhode Island Teen Book Award Nominee (2008), Evergreen Teen Book Award (2009), The Inky Awards Nominee for Silver Inky (2008), California Young Readers Medal Nominee for Young Adult (2009), Andre Norton Award Nominee (2006), Missouri Truman Readers Award (2009), Missouri Gateway Readers Award Nominee (2009), Rebecca Caudill Young Readers' Book Award Nominee (2009)","Pennsylvania, Howell, Pennsylvania"
https://www.goodreads.com//book/show/20758104-the-knife-of-never-letting-go,The Knife of Never Letting Go,Patrick Ness,16989,158554,3.97,512,2014,TRUE,"Young Adult, Science Fiction, Dystopia","Guardian Children's Fiction Prize (2008), Manchester Book Award  Nominee for Longlist (2009), Odyssey Award Nominee (2011), James Tiptree Jr. Award (2008), Milwaukee County Teen Book Award Nominee (2010), Dioraphte Jongerenliteratuurprijs Nominee (2014), Carnegie Medal Nominee (2009), Green Mountain Book Award (2012)",New World
https://www.goodreads.com//book/show/10429045-shatter-me,Shatter Me,Tahereh Mafi,29568,301937,3.94,338,2011,TRUE,"Young Adult, Science Fiction, Dystopia",Arab American Book Award Nominee for Children's/Young Adult (2013),
https://www.goodreads.com//book/show/41817486-a-clockwork-orange,A Clockwork Orange,Anthony Burgess,14139,612729,3.99,213,2019,FALSE,"Classics, Fiction, Science Fiction",Prometheus Hall of Fame Award (2008),England
https://www.goodreads.com//book/show/1656001.The_Host,The Host,Stephenie Meyer,41636,911485,3.84,620,2008,TRUE,"Young Adult, Science Fiction, Fantasy",,Arizona
https://www.goodreads.com//book/show/2526.Blindness,Blindness,José Saramago,16841,207945,4.14,326,1999,TRUE,"Fiction, Science Fiction, Dystopia","Premio San Clemente for Novela Estranxeira (1999), International Dublin Literary Award Nominee (1999)",
https://www.goodreads.com//book/show/2536134.Gone,Gone,Michael  Grant,10889,182348,3.86,560,2008,TRUE,"Young Adult, Science Fiction, Dystopia",Missouri Truman Readers Award Nominee (2011),"Perdido Beach, California"
https://www.goodreads.com//book/show/135479.Cat_s_Cradle,Cat's Cradle,Kurt Vonnegut Jr.,11104,343508,4.16,179,1999,FALSE,"Fiction, Classics, Science Fiction",Hugo Award Nominee for Best Novel (1964),"San Lorenzo, Ilium"
https://www.goodreads.com//book/show/164154.A_Canticle_for_Leibowitz,A Canticle for Leibowitz,Walter M. Miller Jr.,4844,95911,3.97,334,2006,TRUE,"Science Fiction, Fiction, Apocalyptic","Hugo Award for Best Novel (1961), Locus Award for All-Time Best Novel (1975)",
https://www.goodreads.com//book/show/16101128-the-5th-wave,The 5th Wave,Rick Yancey,29959,398473,4.04,457,2013,TRUE,"Young Adult, Science Fiction, Science Fiction","Georgia Peach Book Award Nominee for Honor book (2014), South Carolina Book Award for Young Adult (2016), Keystone to Reading Book Award Nominee for High School (2015), Evergreen Teen Book Award (2016), Milwaukee County Teen Book Award Nominee (2014), The Inky Awards Nominee for Silver Inky (2013), Lincoln Award Nominee (2015), Goodreads Choice Award Nominee for Best Young Adult Fantasy & Science Fiction (2013), Carnegie Medal Nominee (2014), Green Mountain Book Award Nominee (2015), Louisiana Teen Readers' Choice (2016), Missouri Gateway Readers Award (2016), Oklahoma Sequoyah Award for High School (2016), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2013)",Ohio
https://www.goodreads.com//book/show/6088007-neuromancer,Neuromancer,William Gibson,9709,267200,3.9,292,2000,TRUE,"Science Fiction, Fiction, Science Fiction","Hugo Award for Best Novel (1985), Nebula Award for Best Novel (1984), Locus Award Nominee for Best First Novel and Best SF Novel (1985), British Science Fiction Association Award Nominee for Best Novel (1984), Philip K. Dick Award (1985), John W. Campbell Memorial Award Nominee (1985), Ditmar Award for Best International Long Fiction (1985), SF Chronicle Award for Novel (1985), Tähtivaeltaja Award (1992), Prix Aurora Award Nominee (1985), Seiun Award 星雲賞 for Best Translated Long Story (1987)","Chiba, Tokyo"
https://www.goodreads.com//book/show/830.Snow_Crash,Snow Crash,Neal Stephenson,9349,240285,4.02,438,2000,FALSE,"Science Fiction, Fiction, Science Fiction","Arthur C. Clarke Award Nominee (1994), British Science Fiction Association Award Nominee (1993), Grand Prix de l'Imaginaire for Roman étranger (1997), Prometheus Award Nominee for Best Novel (1993), Washington State Book Award (1993), Seiun Award 星雲賞 Nominee for Best Foreign Novel (1999)",United States of America
https://www.goodreads.com//book/show/8525590-wither,Wither,Lauren DeStefano,8154,98331,3.8,358,2011,TRUE,"Young Adult, Science Fiction, Dystopia","Rhode Island Teen Book Award Nominee (2013), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2011)",Florida
https://www.goodreads.com//book/show/41913.The_Children_of_Men,The Children of Men,P.D. James,3124,40503,3.68,241,2006,FALSE,"Fiction, Science Fiction, Science Fiction",,England
https://www.goodreads.com//book/show/662.Atlas_Shrugged,Atlas Shrugged,Ayn Rand,17586,357992,3.69,1168,1999,FALSE,"Classics, Philosophy, Literature","Prometheus Hall of Fame Award (1983), National Book Award Finalist for Fiction (1958)",
https://www.goodreads.com//book/show/9014.The_Long_Walk,The Long Walk,Richard Bachman,7445,131187,4.08,370,1999,FALSE,"Horror, Fiction, Science Fiction",,Maine
https://www.goodreads.com//book/show/15863832-angelfall,Angelfall,Susan Ee,15776,170699,4.12,288,2012,TRUE,"Fantasy, Young Adult, Paranormal",CYBILS Award Nominee for Fantasy & Science Fiction (Young Adult) (2011),"San Francisco, California"
https://www.goodreads.com//book/show/13376.The_House_of_the_Scorpion,The House of the Scorpion,Nancy Farmer,6456,82585,4.07,380,2004,TRUE,"Young Adult, Science Fiction, Science Fiction","Newbery Medal Nominee (2003), National Book Award for Young People's Literature (2002), Mythopoeic Fantasy Award Nominee for Children's Literature (2003), Buxtehuder Bulle (2003), Michael L. Printz Award Nominee (2003), South Carolina Book Award for Junior Book Award (2006), Grand Canyon Reader Award for Teen Book (2005), Rhode Island Teen Book Award (2004), Dorothy Canfield Fisher Children's Book Award Nominee (2004), Pacific Northwest Library Association Young Reader's Choice Award for Senior (2005), Michigan Library Association Thumbs Up! Award Nominee (2003), Lincoln Award Nominee (2008), Missouri Gateway Readers Award Nominee (2005), Oklahoma Sequoyah Award for YA (2005)",
https://www.goodreads.com//book/show/17690.The_Trial,The Trial,Franz Kafka,7873,241064,3.96,255,2001,FALSE,"Classics, Fiction, Literature",Helen and Kurt Wolff Translator's Prize Nominee for Breon Mitchell (1999),
https://www.goodreads.com//book/show/8235178-across-the-universe,Across the Universe,Beth Revis,10346,114868,3.77,399,2011,TRUE,"Young Adult, Science Fiction, Science Fiction","Rhode Island Teen Book Award Nominee (2013), Lincoln Award Nominee (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2011), Carnegie Medal Nominee (2012)","Godspeed, United States of America, Earth, Outer Space"
https://www.goodreads.com//book/show/530965.The_Day_of_the_Triffids,The Day of the Triffids,John Wyndham,3578,91443,4.02,228,2003,TRUE,"Science Fiction, Fiction, Classics",International Fantasy Award Nominee for Fiction (1952),"London, England, United Kingdom"
https://www.goodreads.com//book/show/13651.The_Dispossessed,The Dispossessed,Ursula K. Le Guin,5844,91486,4.2,387,1994,TRUE,"Science Fiction, Fiction, Fantasy","Hugo Award for Best Novel (1975), Nebula Award for Best Novel (1974), Prometheus Hall of Fame Award (1993), Locus Award for Best Novel (1975), Jupiter Award for Best Novel (1975), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1975), Ditmar Award Nominee for Best International Long Fiction (1975), Premi Ictineu for Millor novel·la traduïda (2019)",
https://www.goodreads.com//book/show/3432478-the-forest-of-hands-and-teeth,The Forest of Hands and Teeth,Carrie Ryan,8839,82546,3.59,310,2009,TRUE,"Young Adult, Horror, Zombies","Georgia Peach Book Award Nominee for Honor book (2010), Goodreads Choice Award Nominee for Young Adult Series (2009)",
https://www.goodreads.com//book/show/216363.The_Man_in_the_High_Castle,The Man in the High Castle,Philip K. Dick,11824,179484,3.62,259,1992,FALSE,"Science Fiction, Fiction, Science Fiction","Hugo Award for Best Novel (1963), Tähtivaeltaja Award (1993)","San Francisco, California, California"
https://www.goodreads.com//book/show/52397.Parable_of_the_Sower,Parable of the Sower,Octavia E. Butler,7045,72068,4.16,345,2000,TRUE,"Fiction, Science Fiction, Science Fiction","Nebula Award Nominee for Best Novel (1994), Locus Award Nominee for Best SF Novel (1995)",California
https://www.goodreads.com//book/show/11594257-under-the-never-sky,Under the Never Sky,Veronica Rossi,8922,110748,3.99,374,2012,TRUE,"Young Adult, Science Fiction, Dystopia","Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2012)",Reverie
